video_id,start,text
-223jAcyIBk,236.319,"that through like the cracks and the"
-223jAcyIBk,237.76,"mirrors and the different"
-223jAcyIBk,239.36,"presences and the hallways and stuff"
-223jAcyIBk,240.879,"like that was so cool to behold and"
-223jAcyIBk,243.36,"oscar i think the cadence like that the"
-223jAcyIBk,245.92,"flavor of the edit which i hope the show"
-223jAcyIBk,247.519,"follows with man john what was your"
-223jAcyIBk,249.12,"favorite part about it oh man just the"
-223jAcyIBk,251.04,"the whole vibe and atmosphere really i"
-223jAcyIBk,252.879,"mean i like that this movie this trailer"
-223jAcyIBk,254.799,"played more like a movie trailer than a"
-223jAcyIBk,256.959,"tv show trailer and you know it is a six"
-223jAcyIBk,259.68,"episode contained series with the option"
-223jAcyIBk,261.919,"of going beyond that and i think that"
-223jAcyIBk,263.44,"this is the perfect way to just hook"
-223jAcyIBk,264.96,"everybody for yeah the kind of ride"
-223jAcyIBk,267.04,"we're into it looks like the kind of"
-223jAcyIBk,268.16,"thing that's going to be very fraught"
-223jAcyIBk,270.0,"and very paranoid and i love anything"
-223jAcyIBk,272.32,"that has that quality where you know"
-223jAcyIBk,274.0,"you've got flashes and echoes and what's"
-223jAcyIBk,276.32,"real which reflection is actually mine"
-223jAcyIBk,278.88,"you know ethan hawk looks"
-223jAcyIBk,281.04,"sinister as you know i wonder if he's"
-223jAcyIBk,282.479,"conscious"
-223jAcyIBk,284.24,"himself no no like like a i i said"
-223jAcyIBk,286.32,"country but someone working directly for"
-223jAcyIBk,287.84,"him like the voice of country like he's"
-223jAcyIBk,289.199,"okay"
-223jAcyIBk,290.0,"i don't think he's the actual god but"
-223jAcyIBk,292.16,"explain that a little bit for them so"
-223jAcyIBk,293.44,"basically mark spector is killed in an"
-223jAcyIBk,295.84,"incident as a mercenary xcia and he is"
-223jAcyIBk,299.12,"dragged into an egyptian temple where he"
-223jAcyIBk,301.759,"isn't actually alive or dead he's"
-223jAcyIBk,304.24,"basically revived in what he thinks is"
-223jAcyIBk,307.039,"serving the god of konchu he is the"
-223jAcyIBk,308.639,"moon's knight which is the egyptian god"
-223jAcyIBk,310.32,"of the night and basically the powers he"
-223jAcyIBk,312.32,"has yeah"
-223jAcyIBk,313.759,"and that's the difference between him in"
-223jAcyIBk,314.639,"batman so like batman is striking fear"
-223jAcyIBk,317.36,"because he wants to avenge his parents"
-223jAcyIBk,319.28,"he's in love with the concept of"
-223jAcyIBk,321.12,"vengeance so it's not about a specific"
-223jAcyIBk,322.8,"vengeance it's vengeance incarnate which"
-223jAcyIBk,324.4,"is what makes this character so"
-223jAcyIBk,325.36,"interesting he wears white as a threat"
-223jAcyIBk,327.68,"he wants you to see him he believes in"
-223jAcyIBk,329.12,"hurting those that deserve it and it's"
-223jAcyIBk,330.96,"unilateral it's anyone that deserves it"
-223jAcyIBk,332.56,"so he's striking fear for this god and"
-223jAcyIBk,335.759,"he doesn't really have a power set like"
-223jAcyIBk,338.08,"in some continuities as the moon wanes"
-223jAcyIBk,340.24,"some of his powers increase like if"
-223jAcyIBk,341.759,"there are some moon thailands i don't"
-223jAcyIBk,342.72,"know if they're going to do that but"
-223jAcyIBk,343.759,"konshu himself is a voice that speaks to"
-223jAcyIBk,345.919,"him and there's some continuities where"
-223jAcyIBk,347.52,"the voices in his head are catalyzed by"
-223jAcyIBk,349.84,"khanshu there's also some where konju"
-223jAcyIBk,351.68,"saw him as a young child wait until he"
-223jAcyIBk,353.36,"was old enough and then made him his"
-223jAcyIBk,354.96,"mercenary like it was all faded i don't"
-223jAcyIBk,356.72,"know which ones are gonna know i'm"
-223jAcyIBk,357.84,"assuming they'll do the one where it's"
-223jAcyIBk,359.36,"later in life he gets activated that"
-223jAcyIBk,361.28,"causes the voices to materialize there's"
-223jAcyIBk,363.68,"two main voices and then there's two"
-223jAcyIBk,365.759,"supporting voices um there's the inner"
-223jAcyIBk,367.84,"child and the uh mr knight which i think"
-223jAcyIBk,370.8,"will come in later and then there's jake"
-223jAcyIBk,373.039,"as well as stephen and i think we're"
-223jAcyIBk,374.72,"gonna get those very early on like i"
-223jAcyIBk,376.24,"said i think mark will be uh developed"
-223jAcyIBk,378.639,"the main"
-223jAcyIBk,379.6,"human self will come i don't know if"
-223jAcyIBk,381.039,"anything that made sense i think"
-223jAcyIBk,383.52,"i know i i know the anxiety of like"
-223jAcyIBk,385.68,"because i'm very interested as i was"
-223jAcyIBk,387.68,"catching we've done more than wikipedia"
-223jAcyIBk,389.28,"like i was catching on to let's catch up"
-223jAcyIBk,391.28,"where you're saying you said conscious"
-223jAcyIBk,392.16,"i'm like okay there might be some people"
-223jAcyIBk,393.12,"who don't know what's going on they're"
-223jAcyIBk,393.919,"like we got all this egyptian imagery in"
-223jAcyIBk,395.36,"here it looks like like the trailer"
-223jAcyIBk,397.039,"might have you believing that he gets it"
-223jAcyIBk,398.479,"like at the museum artifact spot but you"
-223jAcyIBk,400.319,"see i think you see a pyramid at one"
-223jAcyIBk,401.6,"point it was kind of moving by fast so i"
-223jAcyIBk,403.28,"imagine that his personality was"
-223jAcyIBk,404.96,"eventually at one point in egypt and"
-223jAcyIBk,406.8,"then he's probably just going to like"
-223jAcyIBk,408.319,"here are some authentic artifacts at"
-223jAcyIBk,410.16,"this museum that are being called to me"
-223jAcyIBk,411.84,"in some ways right like some people when"
-223jAcyIBk,413.759,"the teaser trailer came out what do you"
-223jAcyIBk,414.96,"think some people were saying that looks"
-223jAcyIBk,416.0,"like a werewolf some people were saying"
-223jAcyIBk,417.039,"looks like anubis i mean they've said"
-223jAcyIBk,418.8,"that egyptology is going to be a big"
-223jAcyIBk,420.96,"part of the show and so in that breath i"
-223jAcyIBk,423.759,"would imagine maybe something like that"
-223jAcyIBk,425.199,"but moon knight's origin also ties in"
-223jAcyIBk,426.96,"with the werewolf by night which i would"
-223jAcyIBk,428.96,"just be so excited to see them breach"
-223jAcyIBk,431.759,"further into especially because this is"
-223jAcyIBk,433.36,"also being billed as a scarier more"
-223jAcyIBk,435.44,"horror-centric series so i mean for for"
-223jAcyIBk,438.4,"my geeky heart i would be thrilled by"
-223jAcyIBk,440.319,"that although something a little more"
-223jAcyIBk,441.84,"egyptian would fit as well you know what"
-223jAcyIBk,444.72,"i really thought with ethan hawk it's"
-223jAcyIBk,446.72,"not exactly the same thing there were"
-223jAcyIBk,448.72,"vibes about parts of this trailer that"
-223jAcyIBk,450.8,"were making me reminisce on the first"
-223jAcyIBk,453.199,"blade movie"
-223jAcyIBk,454.56,"and steven dorff's like the the"
-223jAcyIBk,456.319,"villainous president that he had there"
-223jAcyIBk,457.759,"there was parts about ethan hawk that i"
-223jAcyIBk,459.36,"was thinking of i say that complimentary"
-223jAcyIBk,461.36,"wise his blade that is like i actually i"
-223jAcyIBk,463.68,"love that first movie started marvel and"
-223jAcyIBk,465.36,"then you know we were thinking about the"
-223jAcyIBk,466.72,"future of like a darker avengers set"
-223jAcyIBk,468.96,"like the midnight suns and having blade"
-223jAcyIBk,471.44,"possibly come into the mix here and"
-223jAcyIBk,474.0,"maybe blade might cap like he had a"
-223jAcyIBk,476.4,"voiceover cameo in eternals post credit"
-223jAcyIBk,478.72,"scene spoilers by the way sorry i don't"
-223jAcyIBk,480.56,"give a heads up but yeah yeah that came"
-223jAcyIBk,482.479,"in here and i was like it would make"
-223jAcyIBk,483.52,"more sense for even blaze to appear here"
-223jAcyIBk,485.599,"if they're like teasing his appearances"
-223jAcyIBk,487.44,"as guest starring how neat would that be"
-223jAcyIBk,489.36,"in the revived term i could totally see"
-223jAcyIBk,491.039,"blade guest starring in this show and"
-223jAcyIBk,492.56,"spoilers for no way home daredevil also"
-223jAcyIBk,494.8,"allows this could set the precedent for"
-223jAcyIBk,496.56,"a dark show to allow daredevil to be as"
-223jAcyIBk,498.24,"dark since it is canon to the netflix"
-223jAcyIBk,499.759,"show which is much darker than the mcu"
-223jAcyIBk,502.0,"this would allow that universe to exist"
-223jAcyIBk,503.84,"alongside the mcu you can do a marvelous"
-223jAcyIBk,505.68,"you can do something with daredevil like"
-223jAcyIBk,506.96,"that more ultra violence that's one of"
-223jAcyIBk,508.72,"the things i was really gravitated"
-223jAcyIBk,509.84,"towards about this trailer was when"
-223jAcyIBk,510.879,"you're hearing moon knight when you're"
-223jAcyIBk,511.84,"learning about him you're like wow this"
-223jAcyIBk,513.279,"sounds like this would have to be a"
-223jAcyIBk,514.479,"really dark almost like closer to the"
-223jAcyIBk,516.959,"netflix shows than any of the other"
-223jAcyIBk,518.399,"disney plush shows that we've gone in so"
-223jAcyIBk,519.919,"far other than some you know certain"
-223jAcyIBk,521.44,"shots that look really pop in the colors"
-223jAcyIBk,522.959,"in that mcu fashion for the most part"
-223jAcyIBk,524.959,"the tone the mood the atmosphere of it i"
-223jAcyIBk,527.839,"want to get a better sense of the"
-223jAcyIBk,528.72,"atmosphere honestly because i'm like we"
-223jAcyIBk,530.56,"got like that cool music that i thought"
-223jAcyIBk,532.48,"complemented the trailer well but i do"
-223jAcyIBk,534.16,"want to get a better sense of like what"
-223jAcyIBk,535.44,"will some of these scenes feel like and"
-223jAcyIBk,537.519,"so far i'm loving it can i say like the"
-223jAcyIBk,539.2,"directing in this uh two of my buddies i"
-223jAcyIBk,541.04,"love these guys to death justin and"
-223jAcyIBk,542.24,"aaron are are two of the best directors"
-223jAcyIBk,544.16,"working and i'm honored to call them"
-223jAcyIBk,545.36,"friends they make that's the only reason"
-223jAcyIBk,547.12,"you're recommending this i'm yes i'm"
-223jAcyIBk,548.959,"only here for them so uh if you haven't"
-223jAcyIBk,550.72,"seen spring if you haven't seen"
-223jAcyIBk,551.839,"synchronics if you haven't seen the"
-223jAcyIBk,552.959,"endless check out their work the reason"
-223jAcyIBk,554.72,"i think they suit this so well is they"
-223jAcyIBk,556.399,"do this insane existential pondering"
-223jAcyIBk,559.04,"this otherworldly this this atmospheric"
-223jAcyIBk,561.68,"tone that's going to suit this so well"
-223jAcyIBk,563.36,"they're like hp lovecraft vibes that i"
-223jAcyIBk,565.68,"think are going to really tie into how"
-223jAcyIBk,566.959,"this mythology looks visually yeah and"
-223jAcyIBk,569.12,"both of these guys are they've done"
-223jAcyIBk,571.279,"everything on a set they've done every"
-223jAcyIBk,572.959,"single job on the set and now they're"
-223jAcyIBk,574.24,"directing one of the coolest most hard"
-223jAcyIBk,576.16,"to discern characters so these guys are"
-223jAcyIBk,578.0,"going to be so hands on they're going to"
-223jAcyIBk,579.36,"make this their own and that's why i"
-223jAcyIBk,580.64,"think this looks so unique is justin and"
-223jAcyIBk,582.24,"aaron are geniuses and this is going to"
-223jAcyIBk,583.6,"show for it so uh can we have them on"
-223jAcyIBk,585.92,"the channel for an interview i mean"
-223jAcyIBk,587.279,"we'll send them this link we'll be like"
-223jAcyIBk,588.399,"hey justin here"
-223jAcyIBk,589.76,"yeah if they're your real friends"
-223jAcyIBk,591.279,"they'll text them watch this video and"
-223jAcyIBk,593.12,"then they'll that's true we'll test that"
-223jAcyIBk,594.56,"yeah we'll see if that's one way if you"
-223jAcyIBk,596.48,"retweet this director's a moon"
-223jAcyIBk,599.36,"great guys i love you guys no pressure"
-223jAcyIBk,601.04,"i'm not"
-223jAcyIBk,603.04,"no all right intimidated"
-223jAcyIBk,604.959,"well we're done here we're styling i"
-223jAcyIBk,606.8,"think that was your name yeah it was"
-223jAcyIBk,608.64,"because if you've seen spring the"
-223jAcyIBk,610.079,"endless or synchronic which i recommend"
-223jAcyIBk,611.6,"you do in fact homework if you want to"
-223jAcyIBk,613.44,"understand moon knight check out their"
-223jAcyIBk,615.04,"work also check out the mirror's run the"
-223jAcyIBk,616.56,"ellis run bendis's runs and cabbage's"
-223jAcyIBk,618.399,"art any of that stuff to give you the"
-223jAcyIBk,619.839,"flavor of this book"
-223jAcyIBk,621.44,"you know"
-223jAcyIBk,622.32,"you don't have to feed the whole cattle"
-223jAcyIBk,624.24,"of all the time"
-223jAcyIBk,626.959,"it's been around since the 70s i gave"
-223jAcyIBk,628.64,"the taste it's a dump of information"
-223jAcyIBk,631.12,"jeff lemire subscribe if you're"
-223jAcyIBk,633.44,"interested"
-223jAcyIBk,634.8,"you can leave your thoughts down below"
-223jAcyIBk,637.68,"follow coy because he knows crap some"
-223jAcyIBk,639.6,"more comics uh look guys we'll see you"
-223jAcyIBk,641.6,"soon"
-ai2cSwSOnQ,0.03,"so all morning long Gregg Harper our"
-ai2cSwSOnQ,2.52,"wonderful live I always putting himself"
-ai2cSwSOnQ,4.43,"his body at rest"
-ai2cSwSOnQ,6.33,"yeah and he's been teaching us the"
-ai2cSwSOnQ,7.56,"wonders of self-defense and now he's"
-ai2cSwSOnQ,9.63,"joined by a very special artiste and"
-ai2cSwSOnQ,11.58,"Greg yes this is gonna be interesting"
-ai2cSwSOnQ,14.28,"yes good morning Rios how are you doing"
-ai2cSwSOnQ,17.1,"yes it is going to be here with Jennifer"
-ai2cSwSOnQ,19.41,"wines now is just back from Los Angeles"
-ai2cSwSOnQ,21.0,"she competed in the world jiu-jitsu"
-ai2cSwSOnQ,23.34,"championships how was that always good"
-ai2cSwSOnQ,28.47,"to to see what areas they need to work"
-ai2cSwSOnQ,31.199,"on to meet other women that's good so I"
-ai2cSwSOnQ,34.44,"talked with Tim when we're going to talk"
-ai2cSwSOnQ,35.73,"to him in a second again he's gonna walk"
-ai2cSwSOnQ,37.05,"us through some of the self-defense"
-ai2cSwSOnQ,38.82,"techniques we're gonna we're gonna see"
-ai2cSwSOnQ,40.14,"here he when he first started teaching"
-ai2cSwSOnQ,42.84,"he said it was like one woman now"
-ai2cSwSOnQ,44.76,"there's like 30 but still only 10% of"
-ai2cSwSOnQ,47.91,"students that take Brazilian jiu-jitsu"
-ai2cSwSOnQ,49.77,"are women why do you think that is it"
-ai2cSwSOnQ,52.41,"can seem like an intimidating"
-ai2cSwSOnQ,53.94,"environment for a lot of women to come"
-ai2cSwSOnQ,55.469,"in it's kind of man's world women we"
-ai2cSwSOnQ,58.23,"have to raise families careers a lot of"
-ai2cSwSOnQ,60.96,"things get in the way so I really want"
-ai2cSwSOnQ,63.149,"to inspire other women and help other"
-ai2cSwSOnQ,64.559,"women stick with it and when did you get"
-ai2cSwSOnQ,67.049,"into this I started about seven years"
-ai2cSwSOnQ,69.21,"ago and the jiu-jitsu bug hit me hard"
-ai2cSwSOnQ,72.0,"and now there's no turning back"
-ai2cSwSOnQ,74.04,"and what would you say to women who are"
-ai2cSwSOnQ,75.689,"a bit intimidated to come out and do"
-ai2cSwSOnQ,77.04,"something like this is very physical"
-ai2cSwSOnQ,78.659,"yeah I'd say come come train with me"
-ai2cSwSOnQ,81.619,"important is your partner's"
-ai2cSwSOnQ,83.759,"selecting good partners and a good"
-ai2cSwSOnQ,85.56,"environment where you feel like a part"
-ai2cSwSOnQ,87.119,"of a family and everyone just really"
-ai2cSwSOnQ,88.619,"wants to help everyone grow and no egos"
-ai2cSwSOnQ,90.93,"involved all right it's time to grapple"
-ai2cSwSOnQ,93.119,"now a couple more self-defense"
-ai2cSwSOnQ,94.95,"techniques here we first we learned some"
-ai2cSwSOnQ,97.829,"throws when you if you're ever in a"
-ai2cSwSOnQ,99.869,"situation where you're attacked from"
-ai2cSwSOnQ,101.1,"behind now we're gonna learn some"
-ai2cSwSOnQ,102.72,"self-defense techniques this is great"
-ai2cSwSOnQ,104.22,"for our female viewers what to do when"
-ai2cSwSOnQ,107.009,"you're on the ground so here we go"
-ai2cSwSOnQ,108.54,"Tim shears here the head instructor and"
-ai2cSwSOnQ,110.759,"owner here at Gracie Barra and"
-ai2cSwSOnQ,111.81,"Vancouver's gonna walk us through it so"
-ai2cSwSOnQ,113.369,"what's going on here so this is a worst"
-ai2cSwSOnQ,115.829,"case"
-ai2cSwSOnQ,116.27,"Aereo in a self-defense situation the"
-ai2cSwSOnQ,118.46,"girls on her back the guys between the"
-ai2cSwSOnQ,120.38,"legs we call this position the guard"
-ai2cSwSOnQ,121.969,"position right okay she's on guard for"
-ai2cSwSOnQ,125.0,"us to the jiu-jitsu practitioners we're"
-ai2cSwSOnQ,126.679,"very comfortable in this position we"
-ai2cSwSOnQ,129.019,"have a very good guard game we could use"
-ai2cSwSOnQ,130.729,"our hips or legs to sweep the person to"
-ai2cSwSOnQ,132.95,"choke the person to arm lock the person"
-ai2cSwSOnQ,134.84,"great now in a situation in a self"
-ai2cSwSOnQ,136.879,"defense the guy will probably be holding"
-ai2cSwSOnQ,139.19,"the neck down it spills in the arms"
-ai2cSwSOnQ,141.08,"which is very vulnerable for the arm"
-ai2cSwSOnQ,142.73,"lock okay so one Jennifer feels the arms"
-ai2cSwSOnQ,145.04,"exposed she's gonna angle her body she's"
-ai2cSwSOnQ,148.19,"gonna trap the arm angles her body so"
-ai2cSwSOnQ,150.14,"now she makes the arm even longer"
-ai2cSwSOnQ,152.12,"this leg comes high under the armpit to"
-ai2cSwSOnQ,154.16,"get the leverage now here's where the"
-ai2cSwSOnQ,155.63,"arm lock starts her hips have created a"
-ai2cSwSOnQ,158.42,"fulcrum his elbows on the inside yeah"
-ai2cSwSOnQ,162.739,"that's very very dangerous on the on the"
-ai2cSwSOnQ,165.079,"the elbow joint Jennifer goes back to"
-ai2cSwSOnQ,168.049,"the wrist with her hands so now she's"
-ai2cSwSOnQ,169.4,"got a good lever here her hips have"
-ai2cSwSOnQ,171.41,"created a fulcrum all she needs to do is"
-ai2cSwSOnQ,173.87,"bring her hip feet to the floor"
-ai2cSwSOnQ,177.069,"you don't tap you're gonna dislocate"
-ai2cSwSOnQ,179.42,"your arm okay it's a very good technique"
-ai2cSwSOnQ,181.7,"so that's the grapple one more technique"
-ai2cSwSOnQ,183.68,"here that's ideal that's more for the"
-ai2cSwSOnQ,185.989,"worst case she's on her back right"
-ai2cSwSOnQ,187.19,"you're in between the legs now she's"
-ai2cSwSOnQ,189.62,"gonna go but what an attempt to lure the"
-ai2cSwSOnQ,191.6,"attacker it has surpassed the legs and"
-ai2cSwSOnQ,194.06,"there's an amount now the mounted"
-ai2cSwSOnQ,195.65,"position okay so now this is a bad"
-ai2cSwSOnQ,197.989,"situation for Jennifer how is that for"
-ai2cSwSOnQ,200.81,"her because now she doesn't have the use"
-ai2cSwSOnQ,202.069,"of her legs her hip movements right"
-ai2cSwSOnQ,204.29,"you're in a good position now you've got"
-ai2cSwSOnQ,206.15,"the advantage yeah so Jennifer needs to"
-ai2cSwSOnQ,208.04,"knock your base down so the first thing"
-ai2cSwSOnQ,209.66,"is bumping her hips that's the other you"
-ai2cSwSOnQ,211.609,"came forward like that it forces you to"
-ai2cSwSOnQ,213.349,"block then she traps one arm okay stop"
-ai2cSwSOnQ,216.2,"right there Jen now you cannot put an"
-ai2cSwSOnQ,219.68,"outrigger out here to stop them from"
-ai2cSwSOnQ,221.12,"some moving and also she takes her leg"
-ai2cSwSOnQ,223.79,"and she blocks your leg okay so now your"
-ai2cSwSOnQ,226.19,"arm and your leg or trapped yeah all"
-ai2cSwSOnQ,228.26,"Jennifer you also need to do is bumper"
-ai2cSwSOnQ,230.63,"hips very high to make you fall on your"
-ai2cSwSOnQ,233.18,"shoulder here and then she"
-ai2cSwSOnQ,234.72,"Rule two this to the garden now you're"
-ai2cSwSOnQ,237.78,"in the car I'm in trouble now it's her"
-ai2cSwSOnQ,239.97,"goal is to pass the legs come around to"
-ai2cSwSOnQ,242.97,"the side Mon now now you're in trouble"
-ai2cSwSOnQ,245.07,"Greg I'm in a choke here yeah plus she's"
-ai2cSwSOnQ,252.63,"exposed in your arms she's put on your"
-ai2cSwSOnQ,254.64,"arm even at the elbow see how she's got"
-ai2cSwSOnQ,256.65,"this grip she did from the guard and"
-ai2cSwSOnQ,269.79,"this is the armbar from the mount oh and"
-ai2cSwSOnQ,272.37,"you better town she knows what she's"
-ai2cSwSOnQ,276.57,"doing"
-ai2cSwSOnQ,277.2,"Wow don't mess with Jennifer Alliance no"
-ai2cSwSOnQ,280.11,"do not I can't believe you wanted her to"
-ai2cSwSOnQ,282.6,"choke me what's going on there"
-ai2cSwSOnQ,284.07,"oh my goodness Greg another tough day at"
-ai2cSwSOnQ,286.8,"the office for you huh I know I know"
-ai2cSwSOnQ,288.8,"unbelievable yeah we were rooting for"
-ai2cSwSOnQ,290.79,"her actually you were rooting for her"
-ai2cSwSOnQ,294.05,"that's fine that's fine okay she's gone"
-ai2cSwSOnQ,297.48,"awry anyway just a little bit there Greg"
-ai2cSwSOnQ,302.13,"nice work excellent really good tips as"
-ai2cSwSOnQ,304.5,"well for the us women out here I know I"
-ai2cSwSOnQ,306.6,"could take note"
-drbPXFDr4w,0.0,"so i was out looking for what kind of"
-drbPXFDr4w,1.28,"stuff people lost to this popular surf"
-drbPXFDr4w,3.04,"break then i found this top of a crab"
-drbPXFDr4w,5.12,"shell wow it cracked so easy oh my gosh"
-drbPXFDr4w,7.68,"look at how it crumbles this must have"
-drbPXFDr4w,9.2,"been there for a while what right next"
-drbPXFDr4w,11.28,"to it there was somebody's shorts i"
-drbPXFDr4w,13.04,"can't imagine swimming back to the beach"
-drbPXFDr4w,14.719,"without those then i found some goggles"
-drbPXFDr4w,16.8,"and one two three golf balls oh geez"
-drbPXFDr4w,20.64,"this one's gonna be hard to get please"
-drbPXFDr4w,21.92,"don't poke me please don't poke me okay"
-drbPXFDr4w,24.0,"got it four golf balls on the same spot"
-drbPXFDr4w,26.48,"how interesting britney saw my pocket"
-drbPXFDr4w,28.48,"overflowing and she was like oh wow i"
-drbPXFDr4w,30.56,"really like those balls and then i found"
-drbPXFDr4w,32.559,"another top of a soda can i sell the"
-drbPXFDr4w,34.079,"stuff we saw by"
-e9ftOgjOgI,0.74,"hey it's Renzi doing over here at the"
-e9ftOgjOgI,3.27,"UFL gym in Shanghai China it was just to"
-e9ftOgjOgI,6.96,"answer a question I got about Mount"
-e9ftOgjOgI,8.58,"escapes specifically how do you do mount"
-e9ftOgjOgI,11.19,"escapes what do you do if somebody's on"
-e9ftOgjOgI,12.66,"top either punching you in the face"
-e9ftOgjOgI,14.549,"dropping elbows on yet how do you get"
-e9ftOgjOgI,16.23,"out first thing you should realize is"
-e9ftOgjOgI,18.81,"full mouth is actually not just one"
-e9ftOgjOgI,20.64,"position there are several different"
-e9ftOgjOgI,21.9,"positions right now Jess is sitting on"
-e9ftOgjOgI,24.119,"the hips in a low mount position this is"
-e9ftOgjOgI,26.34,"ideal for escape because she's sitting"
-e9ftOgjOgI,29.279,"on my hips know when I elevate the hips"
-e9ftOgjOgI,31.08,"just moves too so if I do something like"
-e9ftOgjOgI,34.29,"trap this arm with my head out of the"
-e9ftOgjOgI,37.14,"way and the bridge in this direction"
-e9ftOgjOgI,41.69,"this is gonna fall into that empty space"
-e9ftOgjOgI,45.629,"the laminate my head is probably the"
-e9ftOgjOgI,47.67,"most important part of that she's"
-e9ftOgjOgI,52.14,"sitting on the hips right here I trap it"
-e9ftOgjOgI,55.5,"arm bonus points again get this leg"
-e9ftOgjOgI,58.5,"right here that's not the most important"
-e9ftOgjOgI,60.329,"thing this is move that head out of the"
-e9ftOgjOgI,62.94,"way I've got an empty space right here"
-e9ftOgjOgI,64.86,"I'm just trying to stop that boy you"
